Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
20220111,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7581381.0,114351.0,V,71.95,56.48,37.04,46.76,42.49,62.5,51.56,57.03,54.63,66.07,53.57,59.82,57.08,37.5
20220112,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7661811.0,114735.0,V,72.11,56.48,37.04,46.76,42.46,62.5,51.56,57.03,54.61,66.07,53.57,59.82,57.06,37.5
20220113,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7743228.0,115051.0,V,72.26,56.48,37.04,46.76,42.43,62.5,51.56,57.03,54.59,66.07,53.57,59.82,57.04,37.5
20220114,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7835451.0,115337.0,V,72.4,56.48,37.04,46.76,42.41,62.5,51.56,57.03,54.58,66.07,53.57,59.82,57.02,37.5
20220115,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7835451.0,115337.0,V,72.49,56.48,37.04,46.76,42.39,62.5,51.56,57.03,54.57,66.07,53.57,59.82,57.01,37.5
20220116,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,7835451.0,115337.0,V,72.52,56.48,37.04,46.76,42.38,62.5,51.56,57.03,54.57,66.07,53.57,59.82,57.01,37.5
20220117,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,"There is general availability of the vaccine to people 12 and older. It is still noted that those people who have an increased risk of severe or fatal courses of a COVID-19 disease, for example due to old age or certain pre-existing conditions, received a vaccination [prioritized] offer. Furthermore, this included groups of people who are either particularly exposed professionally or have close contacts of vulnerable groups of people – for example, medical staff or nurses. The prioritization was introduced with a new version of the Coronavirus Vaccination Ordinance as of June 7, 2021, as most people in the prioritization groups had received a vaccination offer in the meantime. In the meantime, all citizens aged 12 and over can arrange a vaccination appointment. https://web.archive.org/web/20220128160650/https://www.zusammengegencorona.de/impfen/basiswissen-zum-impfen/die-nationale-impfstrategie/",3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8000122.0,115649.0,V,72.6,56.48,37.04,46.76,42.37,62.5,51.56,57.03,54.56,66.07,53.57,59.82,56.99,37.5
20220118,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8074527.0,115842.0,V,72.72,56.48,37.04,46.76,42.34,62.5,51.56,57.03,54.54,66.07,53.57,59.82,56.98,37.5
20220119,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8186850.0,116081.0,V,72.85,56.48,37.04,46.76,42.32,62.5,51.56,57.03,54.53,66.07,53.57,59.82,56.96,37.5
20220120,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8320386.0,116315.0,V,72.98,56.48,37.04,46.76,42.29,62.5,51.56,57.03,54.52,66.07,53.57,59.82,56.95,37.5
20220121,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8460546.0,116485.0,V,73.09,56.48,37.04,46.76,42.27,62.5,51.56,57.03,54.5,66.07,53.57,59.82,56.93,37.5
20220122,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8460546.0,116485.0,V,73.16,56.48,37.04,46.76,42.26,62.5,51.56,57.03,54.5,66.07,53.57,59.82,56.92,37.5
20220123,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,1.0,2.0,1.0,2.0,1.0,,0.0,,,,,,0.0,,,0.0,,,,,,0.0,,,,,2.0,0.0,0.0,,0.0,,,2.0,,,2.0,,2.0,0.0,,0.0,,,,,,2.0,1.0,,3.0,,2.0,,,,0.0,,2.0,1.0,,,,,2.0,1.0,,5.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,2,,3,,5-15 yrs,5-15 yrs,2.0,2.0,2.0,2.0,5,,0.0,,8460546.0,116485.0,V,73.2,56.48,37.04,46.76,42.25,62.5,51.56,57.03,54.49,66.07,53.57,59.82,56.92,37.5
