Year,Week,Age,Value,Value_Covid,Cases,Inzidenz,Hospi_Cases,Hospi_Inzidenz,Erstimpfung,Zweitimpfung,Booster
2019,13,35-59,1426.0,,,,,,,,
2019,13,60-79,6312.0,,,,,,,,
2019,13,80+,10602.0,,,,,,,,
2019,13,gesamt,18562.0,0.0,0.0,0.0,0.0,0.0,,,
2019,14,0-34,180.0,,,,,,,,
2019,14,35-59,1507.0,,,,,,,,
2019,14,60-79,6373.0,,,,,,,,
2019,14,80+,10611.0,,,,,,,,
2019,14,gesamt,18671.0,0.0,0.0,0.0,0.0,0.0,,,
2019,15,0-34,205.0,,,,,,,,
2019,15,35-59,1436.0,,,,,,,,
2019,15,60-79,6007.0,,,,,,,,
2019,15,80+,10204.0,,,,,,,,
2019,15,gesamt,17852.0,0.0,0.0,0.0,0.0,0.0,,,
2019,16,0-34,211.0,,,,,,,,
2019,16,35-59,1449.0,,,,,,,,
2019,16,60-79,6209.0,,,,,,,,
2019,16,80+,10220.0,,,,,,,,
2019,16,gesamt,18089.0,0.0,0.0,0.0,0.0,0.0,,,
2019,17,0-34,187.0,,,,,,,,
2019,17,35-59,1468.0,,,,,,,,
2019,17,60-79,6086.0,,,,,,,,
2019,17,80+,10153.0,,,,,,,,
2019,17,gesamt,17894.0,0.0,0.0,0.0,0.0,0.0,,,
2019,18,0-34,188.0,,,,,,,,
2019,18,35-59,1418.0,,,,,,,,
2019,18,60-79,5751.0,,,,,,,,
2019,18,80+,9733.0,,,,,,,,
2019,18,gesamt,17090.0,0.0,0.0,0.0,0.0,0.0,,,
2019,19,0-34,185.0,,,,,,,,
2019,19,35-59,1377.0,,,,,,,,
2019,19,60-79,5993.0,,,,,,,,
2019,19,80+,9563.0,,,,,,,,
2019,19,gesamt,17118.0,0.0,0.0,0.0,0.0,0.0,,,
2019,20,0-34,186.0,,,,,,,,
2019,20,35-59,1403.0,,,,,,,,
2019,20,60-79,5986.0,,,,,,,,
2019,20,80+,9740.0,,,,,,,,
2019,20,gesamt,17315.0,0.0,0.0,0.0,0.0,0.0,,,
2019,21,0-34,202.0,,,,,,,,
2019,21,35-59,1434.0,,,,,,,,
2019,21,60-79,5842.0,,,,,,,,
2019,21,80+,9602.0,,,,,,,,
2019,21,gesamt,17080.0,0.0,0.0,0.0,0.0,0.0,,,
2019,22,0-34,174.0,,,,,,,,
2019,22,35-59,1468.0,,,,,,,,
2019,22,60-79,5824.0,,,,,,,,
2019,22,80+,9455.0,,,,,,,,
2019,22,gesamt,16921.0,0.0,0.0,0.0,0.0,0.0,,,
2019,23,0-34,229.0,,,,,,,,
2019,23,35-59,1467.0,,,,,,,,
2019,23,60-79,6021.0,,,,,,,,
2019,23,80+,9774.0,,,,,,,,
2019,23,gesamt,17491.0,0.0,0.0,0.0,0.0,0.0,,,
2019,24,0-34,175.0,,,,,,,,
2019,24,35-59,1460.0,,,,,,,,
2019,24,60-79,5666.0,,,,,,,,
2019,24,80+,9183.0,,,,,,,,
2019,24,gesamt,16484.0,0.0,0.0,0.0,0.0,0.0,,,
2019,25,0-34,196.0,,,,,,,,
2019,25,35-59,1458.0,,,,,,,,
2019,25,60-79,5630.0,,,,,,,,
2019,25,80+,9355.0,,,,,,,,
2019,25,gesamt,16639.0,0.0,0.0,0.0,0.0,0.0,,,
2019,26,0-34,204.0,,,,,,,,
2019,26,35-59,1513.0,,,,,,,,
2019,26,60-79,5996.0,,,,,,,,
2019,26,80+,10205.0,,,,,,,,
2019,26,gesamt,17918.0,0.0,0.0,0.0,0.0,0.0,,,
2019,27,0-34,201.0,,,,,,,,
2019,27,35-59,1443.0,,,,,,,,
2019,27,60-79,5752.0,,,,,,,,
2019,27,80+,9156.0,,,,,,,,
2019,27,gesamt,16552.0,0.0,0.0,0.0,0.0,0.0,,,
2019,28,0-34,161.0,,,,,,,,
2019,28,35-59,1343.0,,,,,,,,
2019,28,60-79,5617.0,,,,,,,,
2019,28,80+,9198.0,,,,,,,,
2019,28,gesamt,16319.0,0.0,0.0,0.0,0.0,0.0,,,
2019,29,0-34,195.0,,,,,,,,
2019,29,35-59,1424.0,,,,,,,,
2019,29,60-79,5691.0,,,,,,,,
2019,29,80+,9546.0,,,,,,,,
2019,29,gesamt,16856.0,0.0,0.0,0.0,0.0,0.0,,,
2019,30,0-34,230.0,,,,,,,,
2019,30,35-59,1494.0,,,,,,,,
2019,30,60-79,6576.0,,,,,,,,
2019,30,80+,11330.0,,,,,,,,
2019,30,gesamt,19630.0,0.0,0.0,0.0,0.0,0.0,,,
2019,31,0-34,191.0,,,,,,,,
2019,31,35-59,1468.0,,,,,,,,
2019,31,60-79,5754.0,,,,,,,,
2019,31,80+,9621.0,,,,,,,,
2019,31,gesamt,17034.0,0.0,0.0,0.0,0.0,0.0,,,
2019,32,0-34,191.0,,,,,,,,
2019,32,35-59,1344.0,,,,,,,,
2019,32,60-79,5758.0,,,,,,,,
2019,32,80+,9247.0,,,,,,,,
2019,32,gesamt,16540.0,0.0,0.0,0.0,0.0,0.0,,,
2019,33,0-34,198.0,,,,,,,,
2019,33,35-59,1349.0,,,,,,,,
2019,33,60-79,5392.0,,,,,,,,
2019,33,80+,8995.0,,,,,,,,
2019,33,gesamt,15934.0,0.0,0.0,0.0,0.0,0.0,,,
2019,34,0-34,185.0,,,,,,,,
2019,34,35-59,1385.0,,,,,,,,
2019,34,60-79,5627.0,,,,,,,,
2019,34,80+,9066.0,,,,,,,,
2019,34,gesamt,16263.0,0.0,0.0,0.0,0.0,0.0,,,
2019,35,0-34,209.0,,,,,,,,
2019,35,35-59,1440.0,,,,,,,,
2019,35,60-79,5923.0,,,,,,,,
2019,35,80+,10065.0,,,,,,,,
2019,35,gesamt,17637.0,0.0,0.0,0.0,0.0,0.0,,,
2019,36,0-34,186.0,,,,,,,,
2019,36,35-59,1402.0,,,,,,,,
2019,36,60-79,5470.0,,,,,,,,
2019,36,80+,8930.0,,,,,,,,
2019,36,gesamt,15988.0,0.0,0.0,0.0,0.0,0.0,,,
2019,37,0-34,189.0,,,,,,,,
2019,37,35-59,1413.0,,,,,,,,
2019,37,60-79,5507.0,,,,,,,,
2019,37,80+,9194.0,,,,,,,,
2019,37,gesamt,16303.0,0.0,0.0,0.0,0.0,0.0,,,
2019,38,0-34,207.0,,,,,,,,
2019,38,35-59,1417.0,,,,,,,,
2019,38,60-79,5644.0,,,,,,,,
2019,38,80+,9232.0,,,,,,,,
2019,38,gesamt,16500.0,0.0,0.0,0.0,0.0,0.0,,,
2019,39,0-34,170.0,,,,,,,,
2019,39,35-59,1426.0,,,,,,,,
2019,39,60-79,5908.0,,,,,,,,
2019,39,80+,9898.0,,,,,,,,
2019,39,gesamt,17402.0,0.0,0.0,0.0,0.0,0.0,,,
2019,40,0-34,204.0,,,,,,,,
2019,40,35-59,1349.0,,,,,,,,
2019,40,60-79,5783.0,,,,,,,,
2019,40,80+,9563.0,,,,,,,,
2019,40,gesamt,16899.0,0.0,0.0,0.0,0.0,0.0,,,
2019,41,0-34,178.0,,,,,,,,
2019,41,35-59,1460.0,,,,,,,,
2019,41,60-79,5934.0,,,,,,,,
2019,41,80+,10094.0,,,,,,,,
2019,41,gesamt,17666.0,0.0,0.0,0.0,0.0,0.0,,,
2019,42,0-34,177.0,,,,,,,,
2019,42,35-59,1425.0,,,,,,,,
2019,42,60-79,5948.0,,,,,,,,
2019,42,80+,10163.0,,,,,,,,
2019,42,gesamt,17713.0,0.0,0.0,0.0,0.0,0.0,,,
2019,43,0-34,184.0,,,,,,,,
2019,43,35-59,1371.0,,,,,,,,
2019,43,60-79,5895.0,,,,,,,,
2019,43,80+,9877.0,,,,,,,,
2019,43,gesamt,17327.0,0.0,0.0,0.0,0.0,0.0,,,
2019,44,0-34,181.0,,,,,,,,
2019,44,35-59,1452.0,,,,,,,,
2019,44,60-79,5949.0,,,,,,,,
2019,44,80+,9906.0,,,,,,,,
2019,44,gesamt,17488.0,0.0,0.0,0.0,0.0,0.0,,,
2019,45,0-34,194.0,,,,,,,,
2019,45,35-59,1500.0,,,,,,,,
2019,45,60-79,5953.0,,,,,,,,
2019,45,80+,10212.0,,,,,,,,
2019,45,gesamt,17859.0,0.0,0.0,0.0,0.0,0.0,,,
2019,46,0-34,181.0,,,,,,,,
2019,46,35-59,1543.0,,,,,,,,
2019,46,60-79,6064.0,,,,,,,,
2019,46,80+,10454.0,,,,,,,,
2019,46,gesamt,18242.0,0.0,0.0,0.0,0.0,0.0,,,
2019,47,0-34,196.0,,,,,,,,
2019,47,35-59,1421.0,,,,,,,,
2019,47,60-79,5975.0,,,,,,,,
2019,47,80+,10943.0,,,,,,,,
2019,47,gesamt,18535.0,0.0,0.0,0.0,0.0,0.0,,,
2019,48,0-34,180.0,,,,,,,,
2019,48,35-59,1377.0,,,,,,,,
2019,48,60-79,6237.0,,,,,,,,
2019,48,80+,10787.0,,,,,,,,
2019,48,gesamt,18581.0,0.0,0.0,0.0,0.0,0.0,,,
2019,49,0-34,202.0,,,,,,,,
2019,49,35-59,1512.0,,,,,,,,
2019,49,60-79,6345.0,,,,,,,,
2019,49,80+,11084.0,,,,,,,,
2019,49,gesamt,19143.0,0.0,0.0,0.0,0.0,0.0,,,
2019,50,0-34,219.0,,,,,,,,
2019,50,35-59,1441.0,,,,,,,,
2019,50,60-79,6428.0,,,,,,,,
2019,50,80+,11013.0,,,,,,,,
2019,50,gesamt,19101.0,0.0,0.0,0.0,0.0,0.0,,,
2019,51,0-34,190.0,,,,,,,,
2019,51,35-59,1461.0,,,,,,,,
2019,51,60-79,6405.0,,,,,,,,
2019,51,80+,11006.0,,,,,,,,
2019,51,gesamt,19062.0,0.0,0.0,0.0,0.0,0.0,,,
2019,52,0-34,154.0,,,,,,,,
2019,52,35-59,1403.0,,,,,,,,
2019,52,60-79,5886.0,,,,,,,,
2019,52,80+,10761.0,,,,,,,,
2019,52,gesamt,18204.0,0.0,0.0,0.0,0.0,0.0,,,
2020,1,0-34,211.0,,0.0,0.0,,,,,
2020,1,35-59,1526.0,,0.0,0.0,,,,,
2020,1,60-79,6059.0,,0.0,0.0,,,,,
2020,1,80+,11087.0,,0.0,0.0,,,,,
2020,1,gesamt,18883.0,0.0,0.0,0.0,0.0,0.0,,,
2020,2,0-34,191.0,,0.0,0.0,,,,,
2020,2,35-59,1555.0,,0.0,0.0,,,,,
2020,2,60-79,6299.0,,0.0,0.0,,,,,
2020,2,80+,11363.0,,0.0,0.0,,,,,
2020,2,gesamt,19408.0,0.0,0.0,0.0,0.0,0.0,,,
2020,3,0-34,192.0,,0.0,0.0,,,,,
2020,3,35-59,1543.0,,0.0,0.0,,,,,
2020,3,60-79,6145.0,,0.0,0.0,,,,,
2020,3,80+,11073.0,,0.0,0.0,,,,,
2020,3,gesamt,18953.0,0.0,0.0,0.0,0.0,0.0,,,
2020,4,0-34,164.0,,0.0,0.0,,,,,
2020,4,35-59,1482.0,,0.0,0.0,,,,,
2020,4,60-79,6301.0,,0.0,0.0,,,,,
2020,4,80+,10880.0,,1.0,0.0,,,,,
2020,4,gesamt,18827.0,0.0,1.0,0.0,0.0,0.0,,,
2020,5,0-34,201.0,,6.0,0.0,,,,,
2020,5,35-59,1566.0,,3.0,0.0,,,,,
2020,5,60-79,6519.0,,0.0,0.0,,,,,
2020,5,80+,11488.0,,0.0,0.0,,,,,
2020,5,gesamt,19774.0,0.0,9.0,0.0,0.0,0.0,,,
2020,6,0-34,202.0,,4.0,0.0,,,,,
2020,6,35-59,1554.0,,5.0,0.0,,,,,
2020,6,60-79,6292.0,,0.0,0.0,,,,,
2020,6,80+,10990.0,,0.0,0.0,,,,,
2020,6,gesamt,19038.0,0.0,9.0,0.0,0.0,0.0,,,
2020,7,0-34,194.0,,2.0,0.1,,,,,
2020,7,35-59,1544.0,,3.0,0.0,,,,,
2020,7,60-79,6487.0,,0.0,0.0,,,,,
2020,7,80+,11423.0,,0.0,0.0,,,,,
2020,7,gesamt,19648.0,0.0,5.0,0.1,0.0,0.0,,,
2020,8,0-34,199.0,,4.0,0.0,,,,,
2020,8,35-59,1468.0,,0.0,0.0,,,,,
2020,8,60-79,6326.0,,2.0,0.0,,,,,
2020,8,80+,10960.0,,0.0,0.0,,,,,
2020,8,gesamt,18953.0,0.0,6.0,0.0,0.0,0.0,,,
2020,9,0-34,197.0,,49.0,0.30000000000000004,9.0,0.05,,,
2020,9,35-59,1482.0,,43.0,0.2,12.0,0.04,,,
2020,9,60-79,6375.0,,11.0,0.1,3.0,0.02,,,
2020,9,80+,11451.0,,1.0,0.0,0.0,0.0,,,
2020,9,gesamt,19505.0,0.0,104.0,0.6000000000000001,24.0,0.11,,,
2020,10,0-34,221.0,,284.0,1.8,30.0,0.21000000000000002,,,
2020,10,35-59,1490.0,,413.0,1.5,75.0,0.26,,,
2020,10,60-79,6345.0,,120.0,0.7,36.0,0.2,,,
2020,10,80+,11611.0,,17.0,0.3,9.0,0.15,,,
2020,10,gesamt,19667.0,0.0,834.0,4.3,150.0,0.8200000000000001,,,
2020,11,0-34,180.0,0.0,1545.0,10.0,53.0,0.37,,,
2020,11,35-59,1504.0,1.0,3109.0,10.9,207.0,0.73,,,
2020,11,60-79,6554.0,5.0,807.0,4.4,128.0,0.7,,,
2020,11,80+,11611.0,3.0,105.0,1.7,58.0,0.95,,,
2020,11,gesamt,19849.0,9.0,5566.0,27.0,446.0,2.75,,,
2020,12,0-34,198.0,0.0,6240.0,38.9,156.0,1.1099999999999999,,,
2020,12,35-59,1527.0,0.0,10783.0,38.0,655.0,2.31,,,
2020,12,60-79,6581.0,7.0,3383.0,18.5,759.0,4.14,,,
2020,12,80+,11416.0,41.0,708.0,11.6,428.0,7.0,,,
2020,12,gesamt,19722.0,48.0,21114.0,107.0,1998.0,14.559999999999999,,,
2020,13,0-34,175.0,1.0,9210.0,58.599999999999994,285.0,2.23,,,
2020,13,35-59,1560.0,19.0,14988.0,52.8,1302.0,4.58,,,
2020,13,60-79,6394.0,106.0,6690.0,36.5,2087.0,11.39,,,
2020,13,80+,11549.0,208.0,2273.0,37.2,1175.0,19.23,,,
2020,13,gesamt,19678.0,334.0,33161.0,185.1,4849.0,37.43,,,
2020,14,0-34,187.0,1.0,9415.0,61.0,351.0,2.5599999999999996,,,
2020,14,35-59,1568.0,42.0,14911.0,52.5,1412.0,4.97,,,
2020,14,60-79,6786.0,319.0,7790.0,42.5,2551.0,13.93,,,
2020,14,80+,12121.0,573.0,4493.0,73.5,1910.0,31.25,,,
2020,14,gesamt,20662.0,935.0,36609.0,229.5,6224.0,52.71,,,
2020,15,0-34,171.0,2.0,7234.0,47.7,258.0,1.9,,,
2020,15,35-59,1566.0,63.0,10801.0,38.0,982.0,3.46,,,
2020,15,60-79,6599.0,430.0,5437.0,29.7,1812.0,9.89,,,
2020,15,80+,12166.0,840.0,4337.0,71.0,1745.0,28.55,,,
2020,15,gesamt,20502.0,1335.0,27809.0,186.4,4797.0,43.8,,,
2020,16,0-34,202.0,2.0,4948.0,32.5,219.0,1.46,,,
2020,16,35-59,1471.0,60.0,6470.0,22.8,657.0,2.31,,,
2020,16,60-79,6269.0,507.0,3311.0,18.1,1304.0,7.12,,,
2020,16,80+,11319.0,1038.0,3103.0,50.8,1322.0,21.63,,,
2020,16,gesamt,19261.0,1607.0,17832.0,124.2,3502.0,32.519999999999996,,,
2020,17,0-34,188.0,2.0,3929.0,27.3,214.0,1.64,,,
2020,17,35-59,1424.0,42.0,4539.0,16.0,448.0,1.58,,,
2020,17,60-79,6097.0,432.0,2326.0,12.7,835.0,4.56,,,
2020,17,80+,10848.0,884.0,2236.0,36.6,883.0,14.45,,,
2020,17,gesamt,18557.0,1360.0,13030.0,92.6,2380.0,22.229999999999997,,,
2020,18,0-34,180.0,4.0,2537.0,18.2,141.0,1.19,,,
2020,18,35-59,1451.0,53.0,2666.0,9.4,286.0,1.01,,,
2020,18,60-79,5891.0,286.0,1360.0,7.4,531.0,2.9,,,
2020,18,80+,10398.0,651.0,1154.0,18.9,454.0,7.43,,,
2020,18,gesamt,17920.0,994.0,7717.0,53.9,1412.0,12.53,,,
2020,19,0-34,166.0,3.0,2204.0,16.4,113.0,0.88,,,
2020,19,35-59,1467.0,29.0,2339.0,8.2,252.0,0.89,,,
2020,19,60-79,5797.0,227.0,1018.0,5.6,379.0,2.07,,,
2020,19,80+,10221.0,467.0,762.0,12.5,346.0,5.66,,,
2020,19,gesamt,17651.0,726.0,6323.0,42.699999999999996,1090.0,9.5,,,
2020,20,0-34,186.0,1.0,1705.0,13.0,70.0,0.5700000000000001,,,
2020,20,35-59,1473.0,23.0,1801.0,6.3,176.0,0.62,,,
2020,20,60-79,5728.0,168.0,711.0,3.9,246.0,1.34,,,
2020,20,80+,9614.0,307.0,588.0,9.6,263.0,4.3,,,
2020,20,gesamt,17001.0,499.0,4805.0,32.8,755.0,6.83,,,
2020,21,0-34,189.0,0.0,1501.0,12.100000000000001,70.0,0.52,,,
2020,21,35-59,1436.0,19.0,1326.0,4.7,118.0,0.42,,,
2020,21,60-79,5658.0,110.0,504.0,2.8,171.0,0.93,,,
2020,21,80+,9880.0,200.0,367.0,6.0,159.0,2.6,,,
2020,21,gesamt,17163.0,329.0,3698.0,25.6,518.0,4.470000000000001,,,
2020,22,0-34,169.0,1.0,1348.0,10.5,37.0,0.28,,,
2020,22,35-59,1446.0,14.0,1171.0,4.1,129.0,0.45,,,
2020,22,60-79,5650.0,88.0,440.0,2.4,145.0,0.79,,,
2020,22,80+,9511.0,154.0,288.0,4.7,124.0,2.03,,,
2020,22,gesamt,16776.0,257.0,3247.0,21.7,435.0,3.55,,,
2020,23,0-34,175.0,0.0,1145.0,9.700000000000001,47.0,0.31,,,
2020,23,35-59,1433.0,10.0,779.0,2.7,91.0,0.32,,,
2020,23,60-79,5632.0,57.0,277.0,1.5,91.0,0.5,,,
2020,23,80+,10022.0,104.0,164.0,2.7,78.0,1.28,,,
2020,23,gesamt,17262.0,171.0,2365.0,16.6,307.0,2.41,,,
2020,24,0-34,198.0,1.0,1178.0,10.5,64.0,0.61,,,
2020,24,35-59,1390.0,11.0,773.0,2.7,80.0,0.28,,,
2020,24,60-79,5460.0,45.0,230.0,1.3,69.0,0.38,,,
2020,24,80+,9553.0,56.0,159.0,2.6,64.0,1.05,,,
2020,24,gesamt,16601.0,113.0,2340.0,17.1,277.0,2.3200000000000003,,,
2020,25,0-34,207.0,0.0,1952.0,16.2,61.0,0.46,,,
2020,25,35-59,1417.0,5.0,1719.0,6.1,126.0,0.44,,,
2020,25,60-79,5538.0,35.0,317.0,1.7,78.0,0.43,,,
2020,25,80+,9239.0,58.0,152.0,2.5,67.0,1.1,,,
2020,25,gesamt,16401.0,98.0,4140.0,26.5,332.0,2.43,,,
2020,26,0-34,175.0,0.0,1487.0,12.7,56.0,0.42000000000000004,,,
2020,26,35-59,1447.0,9.0,1307.0,4.6,103.0,0.36,,,
2020,26,60-79,5760.0,23.0,281.0,1.5,88.0,0.48,,,
2020,26,80+,9911.0,43.0,111.0,1.8,61.0,1.0,,,
2020,26,gesamt,17293.0,75.0,3186.0,20.599999999999998,308.0,2.26,,,
2020,27,0-34,203.0,0.0,1373.0,12.1,60.0,0.43000000000000005,,,
2020,27,35-59,1444.0,4.0,1024.0,3.6,93.0,0.33,,,
2020,27,60-79,5581.0,21.0,248.0,1.4,55.0,0.3,,,
2020,27,80+,9229.0,29.0,102.0,1.7,53.0,0.87,,,
2020,27,gesamt,16457.0,54.0,2747.0,18.8,261.0,1.9300000000000002,,,
2020,28,0-34,203.0,0.0,1251.0,11.399999999999999,49.0,0.45,,,
2020,28,35-59,1383.0,5.0,870.0,3.1,99.0,0.35,,,
2020,28,60-79,5334.0,25.0,250.0,1.4,76.0,0.41,,,
2020,28,80+,9222.0,21.0,69.0,1.1,33.0,0.54,,,
2020,28,gesamt,16142.0,51.0,2440.0,17.0,257.0,1.75,,,
2020,29,0-34,190.0,0.0,1514.0,12.9,70.0,0.5800000000000001,,,
2020,29,35-59,1408.0,0.0,1110.0,3.9,109.0,0.38,,,
2020,29,60-79,5626.0,11.0,286.0,1.6,91.0,0.5,,,
2020,29,80+,9313.0,13.0,82.0,1.3,43.0,0.7,,,
2020,29,gesamt,16537.0,24.0,2992.0,19.7,313.0,2.16,,,
2020,30,0-34,186.0,0.0,1918.0,16.3,77.0,0.7,,,
2020,30,35-59,1378.0,7.0,1514.0,5.3,113.0,0.4,,,
2020,30,60-79,5621.0,7.0,357.0,1.9,107.0,0.58,,,
2020,30,80+,9702.0,21.0,109.0,1.8,50.0,0.82,,,
2020,30,gesamt,16887.0,35.0,3898.0,25.3,347.0,2.5,,,
2020,31,0-34,194.0,0.0,2368.0,18.9,56.0,0.36,,,
2020,31,35-59,1431.0,1.0,1832.0,6.4,139.0,0.49,,,
2020,31,60-79,5748.0,9.0,385.0,2.1,102.0,0.56,,,
2020,31,80+,10060.0,13.0,160.0,2.6,69.0,1.13,,,
2020,31,gesamt,17433.0,23.0,4745.0,30.0,366.0,2.54,,,
2020,32,0-34,168.0,1.0,3208.0,25.6,76.0,0.51,,,
2020,32,35-59,1429.0,1.0,2191.0,7.7,154.0,0.54,,,
2020,32,60-79,5692.0,14.0,486.0,2.7,116.0,0.63,,,
2020,32,80+,10181.0,30.0,145.0,2.4,72.0,1.18,,,
2020,32,gesamt,17470.0,46.0,6030.0,38.4,418.0,2.86,,,
2020,33,0-34,222.0,0.0,4602.0,37.4,97.0,0.8400000000000001,,,
2020,33,35-59,1560.0,2.0,2583.0,9.1,148.0,0.52,,,
2020,33,60-79,6345.0,11.0,444.0,2.4,110.0,0.6,,,
2020,33,80+,11593.0,20.0,160.0,2.6,79.0,1.29,,,
2020,33,gesamt,19720.0,33.0,7789.0,51.5,434.0,3.25,,,
2020,34,0-34,173.0,0.0,5723.0,43.2,114.0,0.88,,,
2020,34,35-59,1378.0,4.0,3153.0,11.1,171.0,0.6,,,
2020,34,60-79,5723.0,7.0,520.0,2.8,113.0,0.62,,,
2020,34,80+,10285.0,27.0,110.0,1.8,48.0,0.79,,,
2020,34,gesamt,17559.0,38.0,9506.0,58.900000000000006,446.0,2.89,,,
2020,35,0-34,194.0,0.0,5332.0,39.400000000000006,77.0,0.57,,,
2020,35,35-59,1293.0,3.0,2888.0,10.2,149.0,0.52,,,
2020,35,60-79,5409.0,16.0,540.0,2.9,105.0,0.57,,,
2020,35,80+,9760.0,12.0,109.0,1.8,40.0,0.65,,,
2020,35,gesamt,16656.0,31.0,8869.0,54.300000000000004,371.0,2.31,,,
2020,36,0-34,169.0,0.0,5069.0,37.099999999999994,89.0,0.63,,,
2020,36,35-59,1401.0,5.0,2839.0,10.0,151.0,0.53,,,
2020,36,60-79,5587.0,16.0,544.0,3.0,111.0,0.61,,,
2020,36,80+,9632.0,10.0,107.0,1.8,46.0,0.75,,,
2020,36,gesamt,16789.0,31.0,8559.0,51.89999999999999,397.0,2.52,,,
2020,37,0-34,202.0,0.0,5253.0,39.1,73.0,0.71,,,
2020,37,35-59,1356.0,4.0,3264.0,11.5,150.0,0.53,,,
2020,37,60-79,5667.0,13.0,837.0,4.6,141.0,0.77,,,
2020,37,80+,9930.0,8.0,243.0,4.0,93.0,1.52,,,
2020,37,gesamt,17155.0,25.0,9597.0,59.2,457.0,3.5300000000000002,,,
2020,38,0-34,194.0,1.0,6473.0,47.0,100.0,0.77,,,
2020,38,35-59,1434.0,5.0,4281.0,15.1,241.0,0.85,,,
2020,38,60-79,5734.0,12.0,1214.0,6.6,208.0,1.14,,,
2020,38,80+,10193.0,16.0,377.0,6.2,134.0,2.19,,,
2020,38,gesamt,17555.0,34.0,12345.0,74.9,683.0,4.949999999999999,,,
2020,39,0-34,199.0,0.0,6549.0,47.9,127.0,0.87,,,
2020,39,35-59,1389.0,3.0,4556.0,16.0,240.0,0.84,,,
2020,39,60-79,5794.0,25.0,1330.0,7.3,256.0,1.4,,,
2020,39,80+,10064.0,41.0,418.0,6.8,156.0,2.55,,,
2020,39,gesamt,17446.0,69.0,12853.0,78.0,779.0,5.66,,,
2020,40,0-34,176.0,0.0,7669.0,56.1,134.0,1.1,,,
2020,40,35-59,1423.0,7.0,5633.0,19.8,277.0,0.98,,,
2020,40,60-79,5737.0,16.0,1757.0,9.6,295.0,1.61,,,
2020,40,80+,10278.0,49.0,594.0,9.7,174.0,2.85,,,
2020,40,gesamt,17614.0,72.0,15653.0,95.2,880.0,6.54,,,
2020,41,0-34,171.0,1.0,11698.0,85.19999999999999,246.0,1.83,,,
2020,41,35-59,1449.0,6.0,9492.0,33.4,479.0,1.69,,,
2020,41,60-79,5723.0,32.0,2886.0,15.8,484.0,2.64,,,
2020,41,80+,10158.0,49.0,920.0,15.1,350.0,5.73,,,
2020,41,gesamt,17501.0,88.0,24996.0,149.5,1559.0,11.89,,,
2020,42,0-34,158.0,1.0,18542.0,135.6,296.0,2.2,,,
2020,42,35-59,1424.0,8.0,15189.0,53.5,660.0,2.32,,,
2020,42,60-79,5927.0,41.0,5081.0,27.7,771.0,4.21,,,
2020,42,80+,10245.0,108.0,1774.0,29.0,534.0,8.74,,,
2020,42,gesamt,17754.0,158.0,40586.0,245.79999999999998,2261.0,17.47,,,
2020,43,0-34,191.0,1.0,31000.0,226.20000000000002,506.0,3.95,,,
2020,43,35-59,1485.0,6.0,27222.0,95.8,1022.0,3.6,,,
2020,43,60-79,6078.0,65.0,9085.0,49.6,1356.0,7.4,,,
2020,43,80+,10834.0,178.0,3618.0,59.2,1100.0,18.0,,,
2020,43,gesamt,18588.0,250.0,70925.0,430.8,3984.0,32.95,,,
2020,44,0-34,185.0,1.0,45247.0,334.5,652.0,4.949999999999999,,,
2020,44,35-59,1379.0,17.0,41944.0,147.7,1502.0,5.29,,,
2020,44,60-79,6039.0,122.0,14676.0,80.1,2063.0,11.26,,,
2020,44,80+,10981.0,312.0,5926.0,97.0,1635.0,26.75,,,
2020,44,gesamt,18584.0,452.0,107793.0,659.3,5852.0,48.25,,,
2020,45,0-34,171.0,1.0,52666.0,392.0,720.0,5.609999999999999,,,
2020,45,35-59,1435.0,33.0,48597.0,171.1,1702.0,5.99,,,
2020,45,60-79,6175.0,217.0,17333.0,94.6,2407.0,13.14,,,
2020,45,80+,11226.0,551.0,7390.0,120.9,2090.0,34.2,,,
2020,45,gesamt,19007.0,802.0,125986.0,778.6,6919.0,58.940000000000005,,,
2020,46,0-34,166.0,1.0,53005.0,400.4,734.0,5.69,,,
2020,46,35-59,1437.0,44.0,49261.0,173.4,1802.0,6.34,,,
2020,46,60-79,6283.0,303.0,17739.0,96.8,2655.0,14.49,,,
2020,46,80+,11841.0,850.0,8874.0,145.2,2462.0,40.28,,,
2020,46,gesamt,19727.0,1198.0,128879.0,815.8,7653.0,66.8,,,
2020,47,0-34,188.0,6.0,50215.0,386.1,732.0,5.48,,,
2020,47,35-59,1497.0,49.0,49343.0,173.7,1687.0,5.94,,,
2020,47,60-79,6366.0,415.0,18147.0,99.1,2910.0,15.89,,,
2020,47,80+,12131.0,1057.0,10630.0,173.9,2842.0,46.5,,,
2020,47,gesamt,20182.0,1527.0,128335.0,832.8,8171.0,73.81,,,
2020,48,0-34,160.0,1.0,46208.0,362.1,703.0,5.45,,,
2020,48,35-59,1516.0,76.0,46843.0,164.9,1743.0,6.14,,,
2020,48,60-79,6591.0,564.0,17795.0,97.1,2907.0,15.87,,,
2020,48,80+,13037.0,1442.0,12227.0,200.1,3090.0,50.56,,,
2020,48,gesamt,21304.0,2083.0,123073.0,824.2,8443.0,78.02000000000001,,,
2020,49,0-34,207.0,4.0,46123.0,358.8,717.0,5.37,,,
2020,49,35-59,1530.0,63.0,47621.0,167.7,1709.0,6.02,,,
