Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1_Income support,E1_Flag,E1_Notes,E2_Debt/contract relief,E2_Notes,E3_Fiscal measures,E3_Notes,E4_International support,E4_Notes,H1_Public information campaigns,H1_Flag,H1_Notes,H2_Testing policy,H2_Notes,H3_Contact tracing,H3_Notes,H4_Emergency investment in healthcare,H4_Notes,H5_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7_Vaccination policy,H7_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,MajorityVaccinated,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_Vaccinated,StringencyIndex_SimpleAverage,StringencyIndex_WeightedAverage,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_WeightedAverage,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_WeightedAverage,EconomicSupportIndex
20210319,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,2.0,0.0,,,,,2.0,0.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,1.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2629750.0,74358.0,NV,4.01,77.78,77.78,77.78,77.78,64.69,64.69,64.69,64.69,68.57,68.57,68.57,68.57,37.5
20210320,3.0,0.0,,,,,3.0,0.0,"No change in policy.  As in the previous note, using the example of Thüringen, there are some districts with a 7-day incidence per 100,000 of over 150-200 (e.g. Gotha has a 7-day incidence of 275 per 100,000) (Source: https://experience.arcgis.com/experience/478220a4c454480e823b17327b2bf1d4/page/page_1/ - weblink couldn't be archived but I have taken a screenshot).  Since schools must close if the 7-day incidence per 100,000 people is over 200, and is recommended to close if over 150 (Source: https://archive.ph/VE2WE), I have coded this as 3T.",2.0,1.0,,,,,2.0,1.0,No change in policy - all existing measures to be extended to 18 April.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,2.0,1.0,,,,,2.0,1.0,No change in policy - all existing measures to be extended to 18 April.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,4.0,1.0,,,,,4.0,1.0,No change in policy - all existing measures to be extended to 18 April.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,1.0,1.0,,,,,1.0,1.0,No change in policy - all existing measures to be extended to 18 April.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,2.0,0.0,,,,,2.0,0.0,No change in policy - all existing measures to be extended to 18 April.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,1.0,1.0,,,,,1.0,1.0,"The 15 km rule technically still applies to some states, although some states like Bavaria have overturned the rule.  However, it appears that this rule is not strictly enforced (Source: http://web.archive.org/web/20210327015201/https://www.mdr.de/nachrichten/deutschland/politik/fuenfzehn-kilometer-regel-corona-100.html), thus I have brought down the coding to 1G.  ""The Federal Government and the Länder maintain their urgent appeal to all members of the public to refrain from non-essential local and international travel.""  Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1",3.0,,,3.0,No policy change.    Source: http://web.archive.org/web/20210327015622/https://www.bundesgesundheitsministerium.de/service/gesetze-und-verordnungen/guv-19-lp/coronaschv/coronaschv-en.html  http://web.archive.org/web/20210327020057/https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus,2.0,0.0,"""The Federal Government will develop a supplementary aid package under the terms of European law for businesses which are particularly hard hit by the COVID19 pandemic and have been subject to closures over a significant period of time.""  However, the details of the aid package has not been announced.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1",0.0,No policy change.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,0.0,,0.0,,2.0,1.0,Coordinated government website with relevant updates.  Source: http://web.archive.org/web/20210327020437/https://www.bundesregierung.de/breg-de/themen/coronavirus,3.0,"Since 8 March 2021, the Federal Government has been covering the cost of at least one free rapid test per week (public testing).  With the increasing availability of rapid tests and self-administered tests, comprehensive testing in schools and daycare centres is currently being introduced in the Länder.""  If the rapid test is positive, citizens must do a PCR test to confirm the results.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1  http://web.archive.org/web/20210614093500/https://www.loc.gov/law/foreign-news/article/germany-all-residents-entitled-to-at-least-one-free-covid-19-rapid-test-per-week/",1.0,"For contact tracing to be more effective, an acceptable infection rate is 50 cases per 100,000 residents in a 7-day period. Since this is currently not yet achieved, I have still coded it as 1.  As of 25 March, 7 day incidence is 113/100,000    Source: https://web.archive.org/web/20210106175200/https://www.dw.com/en/coronavirus-germany-extends-covid-lockdown-until-january-31/a-56134498  http://web.archive.org/web/20210327021020/https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/Maerz_2021/2021-03-25-en.pdf?__blob=publicationFile",0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,No policy change.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,3.0,1.0,"No policy change - Groups 1 and 2 currently being vaccinated. (A, B, C)    Source: http://web.archive.org/web/20210326120508/https://impfdashboard.de/",2.0,1.0,,,,,2.0,1.0,"Rigorous implementation of hygiene measures and testing will initially remain necessary. Two weeks after the second  vaccination, institutions which do not have any outbreaks of infection can loosen restrictions on visitors and reintroduce activities involving different groups of residents. From this point onwards, there will not be any need for measures which differentiate between vaccinated and unvaccinated residents. The institutions involved are required to promptly offer any unvaccinated people, such as new residents, the opportunity to be vaccinated.    Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1",,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2645783.0,74565.0,NV,4.07,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210321,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2659516.0,74664.0,NV,4.12,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210322,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2667225.0,74714.0,NV,4.21,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210323,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,"On 17 December 2020 STIKO has published a more precise hierarchy of the framework above, based on scientific data. This will enable to communicate transparently the evidence-based rationale of the priority levels given to different groups. This hierarchy organised into six groups is expected to be updated throughout the pandemic, as the situation develops and more evidence and resources (e.g. new vaccines) become available: Group 1 includes people living in care and nursing homes, people aged 80 years and older, staff working in health care settings with particularly high risk of exposure (e.g. A&E, staff caring for COVID-19 patients), staff in health care setting in close contact with groups at particularly high risk (e.g. Haemato-oncology, transplant medicine), care workers in domiciliary and residential long-term care for older people and others working in care and nursing homes in contact with residents. It is estimated that this group amounts to 8.6 million people.[3] Group 2 includes people aged 75 to 79 years, staff in medical care settings with high risk of exposure, people with dementia and mental disabilities living in residential care settings, people working domiciliary and residential care with people with dementia or people with mental disabilities as well as people living with Down-Syndrome. This group includes an estimated 7 million people.[4] Group 3 covers approximately 5.7 million people[5] and includes those aged 70 to 74 years, people who have had an organ transplant; people with pre-existing conditions and who are at high risk, people living in sheltered accommodation/refuges and staff; close contacts of pregnant women; close contacts/family carers of people at high risk; staff at moderate risk of exposure in health care settings and in positions relevant to maintaining hospital infrastructure; parts of the public health authorities. Group 4 (approximately 4.9 million people[6]) consists of those aged 65 to 69 years; people with pre-existing conditions who are at moderate risk and their closest contacts, staff working in health care settings with low risk of exposure, teachers, educators, people in precarious work or living situations. People aged 60 to 64 years, staff in key local and federal government positions, people working in retail; people required to maintain public security with heightened risk of exposure and people working in critical infrastructure fall into Group 5 (about 8.4 million people[7]). The final group consists of the remaining population aged younger than 60 years (approximately 45 million people[8]). https://archive.vn/VR2fb",1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2674710.0,74964.0,NV,4.31,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210324,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2690523.0,75212.0,NV,4.42,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210325,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2713180.0,75440.0,NV,4.52,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210326,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,"***Updated to add note. These measures take effect from March 30.   Negative tests will be required for airport arrivals from Tuesday and all of France has been declared high-risk.  From Sunday anyone travelling from France will have to submit a negative test and go into 10 days' quarantine.  Random German checks and compulsory tests will be enforced on the French border, says France's foreign minister. ""The pandemic in Germany is exploding faster than they thought,"" said Jean-Yves Le Drian.  http://web.archive.org/web/20210328112220/https://www.bbc.com/news/world-europe-56537389 ",2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2734753.0,75623.0,NV,4.62,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210327,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2755225.0,75780.0,NV,4.7,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210328,3.0,0.0,,,,,3.0,0.0,"No change in policy. As in the previous note, using the example of Thüringen, there are some districts with a 7-day incidence per 100,000 of over 150-200 (e.g. Gotha has a 7-day incidence of 320 per 100,000) (Source: https://archive.fo/vwBU1). Since schools must close if the 7-day incidence per 100,000 people is over 200, and is recommended to close if over 150 (Source: https://archive.ph/VE2WE), I have coded this as 3T.",2.0,1.0,,,,,2.0,1.0,No change in policy - all existing measures to be extended to 18 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,2.0,1.0,,,,,2.0,1.0,No change in policy - all existing measures to be extended to 18 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,4.0,1.0,,,,,4.0,1.0,No change in policy - all existing measures to be extended to 18 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,1.0,1.0,,,,,1.0,1.0,No change in policy - all existing measures to be extended to 18 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,2.0,0.0,,,,,2.0,0.0,No change in policy - all existing measures to be extended to 18 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,1.0,1.0,,,,,1.0,1.0,No policy change.   Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,3.0,,,3.0,No policy change.   Source:   http://web.archive.org/web/20210405124438/https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus   http://web.archive.org/web/20210405124235/https://www.bundesgesundheitsministerium.de/service/gesetze-und-verordnungen/guv-19-lp/coronaschv/coronaschv-en.html,2.0,0.0,"""The Federal Government will develop a supplementary aid package under the terms of European law for businesses which are particularly hard hit by the COVID19 pandemic and have been subject to closures over a significant period of time."" However, the details of the aid package has not been announced as of 5 April. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1",0.0,No policy change.   Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,0.0,,0.0,,2.0,1.0,Coordinated government website with relevant updates. Source: http://web.archive.org/web/20210327020437/https://www.bundesregierung.de/breg-de/themen/coronavirus,3.0,No policy change   Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,1.0,"For contact tracing to be more effective, an acceptable infection rate is 50 cases per 100,000 residents in a 7-day period. Since this is currently not yet achieved, I have still coded it as 1. As of 5 April, 7 day incidence is 128/100,000 Source: https://web.archive.org/web/20210106175200/https://www.dw.com/en/coronavirus-germany-extends-covid-lockdown-until-january-31/a-56134498 https://archive.fo/vwBU1",0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,No policy change. Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,3.0,1.0,"No policy change - Groups 1 and 2 currently being vaccinated. (A, B, C) Source: http://web.archive.org/web/20210405125026/https://impfdashboard.de/",2.0,1.0,,,,,2.0,1.0,No policy change  Source: http://web.archive.org/web/20210326145328/https://www.bundesregierung.de/resource/blob/656632/1881470/f0922369004c03634f34e502e79490b2/2021-03-24-mpk-beschluss-corona-en-data.pdf?download=1,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2772401.0,75870.0,NV,4.76,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210329,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2782273.0,75913.0,NV,4.87,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210330,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,"From 30 March, all persons travelling to Germany by air must present a negative COVID-19 test result before embarking on their journey.  Source: http://web.archive.org/web/20210405124438/https://www.auswaertiges-amt.de/en/einreiseundaufenthalt/coronavirus ",2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2791822.0,76093.0,NV,4.98,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210331,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2808873.0,76342.0,NV,5.1,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210401,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2833173.0,76543.0,NV,5.21,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210402,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2855061.0,76775.0,NV,5.29,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210403,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2873190.0,76895.0,NV,5.37,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
20210404,3.0,0.0,,,,,3.0,0.0,,2.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,2.0,1.0,,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,,,1.0,1.0,,2.0,0.0,,,,,2.0,0.0,,1.0,1.0,,,,,1.0,1.0,,3.0,,,3.0,,2.0,0.0,,0.0,,0.0,,0.0,,2.0,1.0,,3.0,,1.0,,0.0,,0.0,,2.0,1.0,,,,,2.0,1.0,,3.0,1.0,,2.0,1.0,,,,,2.0,1.0,,,1,,1,,70-74 yrs,70-74 yrs,1.0,1.0,0.0,1.0,5,,0.0,,2885386.0,76963.0,NV,5.43,75.0,75.0,75.0,75.0,67.29,67.29,67.29,67.29,71.55,71.55,71.55,71.55,37.5
